record_id,machine_id,original_product_id,timestamp,air_temperature_K,process_temperature_K,rotational_speed_rpm,torque_Nm,tool_wear_min,machine_failure,failure_type
REC-09102,CNC-03,H38515,2027-01-15 05:00:00,297.3,308.2,1653,31.4,9,0,No Failure
REC-09103,PRESS-01,L56282,2027-01-15 06:00:00,297.3,308.3,1494,38.2,14,0,No Failure
REC-09104,PRESS-01,L56283,2027-01-15 07:00:00,297.3,308.2,1490,41.0,16,0,No Failure
REC-09105,CONV-02,M23964,2027-01-15 08:00:00,297.4,308.3,1550,47.8,18,0,No Failure
REC-09106,CONV-01,M23965,2027-01-15 09:00:00,297.3,308.2,1677,34.9,21,0,No Failure
REC-09107,PRESS-01,L56286,2027-01-15 10:00:00,297.4,308.3,1854,21.8,24,0,No Failure
REC-09108,CONV-02,M23967,2027-01-15 11:00:00,297.5,308.5,1662,30.3,26,0,No Failure
REC-09109,CONV-01,M23968,2027-01-15 12:00:00,297.5,308.6,1440,38.8,29,0,No Failure
REC-09110,PRESS-01,L56289,2027-01-15 13:00:00,297.5,308.6,1513,39.7,32,0,No Failure
REC-09111,CONV-02,M23970,2027-01-15 14:00:00,297.6,308.6,1389,49.0,34,0,No Failure
REC-09112,PRESS-01,L56291,2027-01-15 15:00:00,297.6,308.6,1351,51.0,37,0,No Failure
REC-09113,CONV-01,M23972,2027-01-15 16:00:00,297.6,308.6,1482,38.3,39,0,No Failure
REC-09114,PRESS-01,L56293,2027-01-15 17:00:00,297.6,308.6,1744,28.5,42,0,No Failure
REC-09115,PRESS-01,L56294,2027-01-15 18:00:00,297.6,308.7,1476,39.0,44,0,No Failure
REC-09116,CONV-02,M23975,2027-01-15 19:00:00,297.6,308.6,1444,48.2,46,0,No Failure
REC-09117,CNC-01,H38530,2027-01-15 20:00:00,297.6,308.7,1659,32.1,49,0,No Failure
REC-09118,CONV-01,M23977,2027-01-15 21:00:00,297.6,308.7,1475,46.6,54,0,No Failure
REC-09119,PRESS-01,L56298,2027-01-15 22:00:00,297.6,308.6,1526,42.1,57,0,No Failure
REC-09120,CONV-02,M23979,2027-01-15 23:00:00,297.4,308.4,1675,29.5,59,0,No Failure
REC-09121,PRESS-01,L56300,2027-01-16 00:00:00,297.4,308.4,1525,38.7,62,0,No Failure
REC-09122,PRESS-01,L56301,2027-01-16 01:00:00,297.3,308.3,1396,45.9,64,0,No Failure
REC-09123,PRESS-01,L56302,2027-01-16 02:00:00,297.4,308.4,1580,41.2,66,0,No Failure
REC-09124,PRESS-01,L56303,2027-01-16 03:00:00,297.4,308.5,1462,42.8,68,0,No Failure
REC-09125,PRESS-01,L56304,2027-01-16 04:00:00,297.4,308.4,1426,50.4,70,0,No Failure
REC-09126,PRESS-01,L56305,2027-01-16 05:00:00,297.4,308.5,1569,34.2,72,0,No Failure
REC-09127,PRESS-01,L56306,2027-01-16 06:00:00,297.4,308.5,1477,40.7,74,0,No Failure
REC-09128,PRESS-01,L56307,2027-01-16 07:00:00,297.4,308.5,1761,27.2,76,0,No Failure
REC-09129,CONV-01,M23988,2027-01-16 08:00:00,297.5,308.6,1486,45.9,78,0,No Failure
REC-09130,PRESS-01,L56309,2027-01-16 09:00:00,297.6,308.6,1664,30.1,81,0,No Failure
REC-09131,PRESS-01,L56310,2027-01-16 10:00:00,297.6,308.6,1576,32.7,83,0,No Failure
REC-09132,CNC-02,H38545,2027-01-16 11:00:00,297.6,308.6,1463,46.7,85,0,No Failure
REC-09133,CONV-02,M23992,2027-01-16 12:00:00,297.6,308.6,1585,42.0,90,0,No Failure
REC-09134,PRESS-01,L56313,2027-01-16 13:00:00,297.7,308.7,1479,45.7,93,0,No Failure
REC-09135,PRESS-01,L56314,2027-01-16 14:00:00,297.7,308.7,1449,40.2,95,0,No Failure
REC-09136,CNC-03,H38549,2027-01-16 15:00:00,297.7,308.8,1404,50.3,97,0,No Failure
REC-09137,PRESS-01,L56316,2027-01-16 16:00:00,297.7,308.7,1694,29.1,102,0,No Failure
REC-09138,PRESS-01,L56317,2027-01-16 17:00:00,297.7,308.7,1731,28.4,104,0,No Failure
REC-09139,PRESS-01,L56318,2027-01-16 18:00:00,297.6,308.6,1522,37.0,106,0,No Failure
REC-09140,PRESS-01,L56319,2027-01-16 19:00:00,297.5,308.5,1536,36.9,108,0,No Failure
REC-09141,PRESS-01,L56320,2027-01-16 20:00:00,297.5,308.5,1373,39.9,110,0,No Failure
REC-09142,PRESS-01,L56321,2027-01-16 21:00:00,297.5,308.5,1597,36.4,112,0,No Failure
REC-09143,PRESS-01,L56322,2027-01-16 22:00:00,297.6,308.5,1678,34.2,114,0,No Failure
REC-09144,PRESS-01,L56323,2027-01-16 23:00:00,297.6,308.5,1452,42.6,116,0,No Failure
REC-09145,CONV-01,M24004,2027-01-17 00:00:00,297.5,308.5,1447,41.6,118,0,No Failure
REC-09146,PRESS-01,L56325,2027-01-17 01:00:00,297.6,308.5,1574,37.1,121,0,No Failure
REC-09147,PRESS-01,L56326,2027-01-17 02:00:00,297.6,308.6,1528,40.0,123,0,No Failure
REC-09148,PRESS-01,L56327,2027-01-17 03:00:00,297.7,308.7,1688,27.2,125,0,No Failure
REC-09149,PRESS-01,L56328,2027-01-17 04:00:00,297.6,308.6,1393,40.4,127,0,No Failure
REC-09150,CONV-02,M24009,2027-01-17 05:00:00,297.5,308.6,1429,50.5,129,0,No Failure
REC-09151,CONV-01,M24010,2027-01-17 06:00:00,297.5,308.6,1347,57.0,132,0,No Failure
REC-09152,PRESS-01,L56331,2027-01-17 07:00:00,297.6,308.6,1553,40.5,135,0,No Failure
REC-09153,PRESS-01,L56332,2027-01-17 08:00:00,297.5,308.6,1260,53.6,137,0,No Failure
REC-09154,PRESS-01,L56333,2027-01-17 09:00:00,297.5,308.6,1546,33.8,139,0,No Failure
REC-09155,PRESS-01,L56334,2027-01-17 10:00:00,297.5,308.6,1596,36.0,141,0,No Failure
REC-09156,PRESS-01,L56335,2027-01-17 11:00:00,297.5,308.5,1340,57.4,143,0,No Failure
REC-09157,CONV-02,M24016,2027-01-17 12:00:00,297.5,308.4,1369,54.8,145,0,No Failure
REC-09158,PRESS-01,L56337,2027-01-17 13:00:00,297.5,308.5,1462,52.3,148,0,No Failure
REC-09159,CNC-01,H38572,2027-01-17 14:00:00,297.4,308.4,1487,46.2,150,0,No Failure
REC-09160,CONV-01,M24019,2027-01-17 15:00:00,297.5,308.6,1510,35.5,155,0,No Failure
REC-09161,CNC-02,H38574,2027-01-17 16:00:00,297.5,308.5,1671,28.0,158,0,No Failure
REC-09162,CONV-02,M24021,2027-01-17 17:00:00,297.5,308.5,1612,30.0,163,0,No Failure
REC-09163,CONV-01,M24022,2027-01-17 18:00:00,297.6,308.6,1509,39.7,166,0,No Failure
REC-09164,PRESS-01,L56343,2027-01-17 19:00:00,297.6,308.6,1415,47.3,169,0,No Failure
REC-09165,PRESS-01,L56344,2027-01-17 20:00:00,297.6,308.6,2384,14.4,171,0,No Failure
REC-09166,PRESS-01,L56345,2027-01-17 21:00:00,297.6,308.6,1326,62.4,173,0,No Failure
REC-09167,CONV-02,M24026,2027-01-17 22:00:00,297.6,308.6,1390,53.4,175,0,No Failure
REC-09168,CONV-01,M24027,2027-01-17 23:00:00,297.6,308.7,1392,41.2,178,0,No Failure
REC-09169,CNC-03,H38582,2027-01-18 00:00:00,297.6,308.8,1385,44.4,181,0,No Failure
REC-09170,PRESS-01,L56349,2027-01-18 01:00:00,297.7,308.8,1896,24.5,186,0,No Failure
REC-09171,PRESS-01,L56350,2027-01-18 02:00:00,297.7,308.7,1474,46.8,188,0,No Failure
REC-09172,CONV-02,M24031,2027-01-18 03:00:00,297.7,308.8,1388,45.6,190,0,No Failure
REC-09173,PRESS-01,L56352,2027-01-18 04:00:00,297.7,308.9,1715,27.2,193,0,No Failure
REC-09174,CNC-01,H38587,2027-01-18 05:00:00,297.8,308.9,1650,32.2,195,0,No Failure
REC-09175,PRESS-01,L56354,2027-01-18 06:00:00,297.8,308.9,1871,25.6,200,1,Tool Wear Failure
REC-09176,PRESS-01,L56355,2027-01-18 07:00:00,297.8,309.0,1403,64.2,0,1,Power Failure
REC-09177,PRESS-01,L56356,2027-01-18 08:00:00,297.8,308.9,1518,40.4,2,0,No Failure
REC-09178,PRESS-01,L56357,2027-01-18 09:00:00,297.9,309.1,1504,43.0,4,0,No Failure
REC-09179,PRESS-01,L56358,2027-01-18 10:00:00,297.8,309.0,1340,56.9,6,0,No Failure
REC-09180,CNC-02,H38593,2027-01-18 11:00:00,297.9,309.1,1435,44.7,8,0,No Failure
REC-09181,PRESS-01,L56360,2027-01-18 12:00:00,297.9,309.1,1507,36.9,13,0,No Failure
REC-09182,PRESS-01,L56361,2027-01-18 13:00:00,297.9,309.1,1521,36.1,15,0,No Failure
REC-09183,CONV-01,M24042,2027-01-18 14:00:00,297.8,309.0,1576,45.0,17,0,No Failure
REC-09184,PRESS-01,L56363,2027-01-18 15:00:00,297.9,309.1,1543,36.6,20,0,No Failure
REC-09185,PRESS-01,L56364,2027-01-18 16:00:00,298.0,309.2,1665,36.6,22,0,No Failure
REC-09186,PRESS-01,L56365,2027-01-18 17:00:00,297.9,309.1,1442,50.3,24,0,No Failure
REC-09187,PRESS-01,L56366,2027-01-18 18:00:00,297.9,309.0,1629,29.0,26,0,No Failure
REC-09188,PRESS-01,L56367,2027-01-18 19:00:00,297.9,309.0,1379,47.3,28,0,No Failure
REC-09189,PRESS-01,L56368,2027-01-18 20:00:00,297.9,309.0,1502,40.2,30,0,No Failure
REC-09190,PRESS-01,L56369,2027-01-18 21:00:00,297.9,309.1,1595,32.0,32,0,No Failure
REC-09191,CONV-02,M24050,2027-01-18 22:00:00,298.0,309.0,1439,38.5,34,0,No Failure
REC-09192,CONV-01,M24051,2027-01-18 23:00:00,297.9,309.0,1970,21.6,37,0,No Failure
REC-09193,PRESS-01,L56372,2027-01-19 00:00:00,297.9,309.0,1562,35.8,40,0,No Failure
REC-09194,CONV-02,M24053,2027-01-19 01:00:00,297.9,309.0,1530,40.9,42,0,No Failure
REC-09195,PRESS-01,L56374,2027-01-19 02:00:00,297.9,308.9,1393,40.6,45,0,No Failure
REC-09196,PRESS-01,L56375,2027-01-19 03:00:00,297.9,309.0,1532,37.6,47,0,No Failure
REC-09197,PRESS-01,L56376,2027-01-19 04:00:00,298.0,308.9,1607,37.7,49,0,No Failure
REC-09198,CONV-01,M24057,2027-01-19 05:00:00,297.9,308.8,1469,49.0,51,0,No Failure
REC-09199,CONV-02,M24058,2027-01-19 06:00:00,297.9,308.8,1538,37.6,54,0,No Failure
REC-09200,PRESS-01,L56379,2027-01-19 07:00:00,297.9,308.8,1613,31.4,57,0,No Failure
REC-09201,CONV-01,M24060,2027-01-19 08:00:00,297.9,308.8,1602,32.1,59,0,No Failure
REC-09202,PRESS-01,L56381,2027-01-19 09:00:00,297.8,308.7,1404,44.2,62,0,No Failure
REC-09203,PRESS-01,L56382,2027-01-19 10:00:00,297.8,308.8,1548,36.9,64,0,No Failure
REC-09204,PRESS-01,L56383,2027-01-19 11:00:00,297.8,308.8,1559,35.2,66,0,No Failure
REC-09205,PRESS-01,L56384,2027-01-19 12:00:00,297.8,308.8,1621,36.1,68,0,No Failure
REC-09206,PRESS-01,L56385,2027-01-19 13:00:00,297.8,308.8,1579,32.9,70,0,No Failure
REC-09207,CONV-02,M24066,2027-01-19 14:00:00,297.9,308.9,1547,44.0,72,0,No Failure
REC-09208,PRESS-01,L56387,2027-01-19 15:00:00,297.9,308.8,1386,48.6,75,0,No Failure
REC-09209,PRESS-01,L56388,2027-01-19 16:00:00,298.0,308.9,1406,40.9,77,0,No Failure
REC-09210,CONV-01,M24069,2027-01-19 17:00:00,298.0,309.0,1393,55.9,79,0,No Failure
REC-09211,CONV-02,M24070,2027-01-19 18:00:00,297.9,309.0,2456,13.9,82,0,No Failure
REC-09212,CONV-01,M24071,2027-01-19 19:00:00,298.0,309.0,1409,49.1,85,0,No Failure
REC-09213,PRESS-01,L56392,2027-01-19 20:00:00,298.0,308.9,1390,53.9,88,0,No Failure
REC-09214,PRESS-01,L56393,2027-01-19 21:00:00,298.0,309.0,1679,32.4,90,0,No Failure
REC-09215,PRESS-01,L56394,2027-01-19 22:00:00,298.0,308.9,1508,37.1,92,0,No Failure
REC-09216,PRESS-01,L56395,2027-01-19 23:00:00,297.9,308.8,1681,31.7,94,0,No Failure
REC-09217,CNC-03,H38630,2027-01-20 00:00:00,297.7,308.8,1469,43.7,96,0,No Failure
REC-09218,PRESS-01,L56397,2027-01-20 01:00:00,297.8,308.8,1421,49.6,101,0,No Failure
REC-09219,PRESS-01,L56398,2027-01-20 02:00:00,297.7,308.8,1354,50.2,103,0,No Failure
REC-09220,CONV-02,M24079,2027-01-20 03:00:00,297.7,308.8,1350,57.0,105,0,No Failure
REC-09221,PRESS-01,L56400,2027-01-20 04:00:00,297.8,308.9,1282,58.1,108,0,No Failure
REC-09222,CONV-01,M24081,2027-01-20 05:00:00,297.8,309.0,1675,30.0,110,0,No Failure
REC-09223,CONV-02,M24082,2027-01-20 06:00:00,297.9,309.0,1525,38.5,113,0,No Failure
REC-09224,PRESS-01,L56403,2027-01-20 07:00:00,297.9,309.0,1382,43.9,116,0,No Failure
REC-09225,PRESS-01,L56404,2027-01-20 08:00:00,297.9,309.0,1450,46.8,118,0,No Failure
REC-09226,PRESS-01,L56405,2027-01-20 09:00:00,298.0,309.1,1820,23.6,120,0,No Failure
REC-09227,PRESS-01,L56406,2027-01-20 10:00:00,298.0,309.1,1822,23.5,122,0,No Failure
REC-09228,PRESS-01,L56407,2027-01-20 11:00:00,298.0,309.1,1473,44.3,124,0,No Failure
REC-09229,CONV-01,M24088,2027-01-20 12:00:00,298.1,309.1,1572,37.5,126,0,No Failure
REC-09230,CONV-02,M24089,2027-01-20 13:00:00,298.1,309.0,2042,17.8,129,0,No Failure
REC-09231,PRESS-01,L56410,2027-01-20 14:00:00,298.2,309.2,1922,22.6,132,0,No Failure
REC-09232,PRESS-01,L56411,2027-01-20 15:00:00,298.2,309.1,1539,36.5,134,0,No Failure
REC-09233,PRESS-01,L56412,2027-01-20 16:00:00,298.2,309.1,1350,52.0,136,0,No Failure
REC-09234,PRESS-01,L56413,2027-01-20 17:00:00,298.3,309.1,1403,45.1,138,0,No Failure
REC-09235,PRESS-01,L56414,2027-01-20 18:00:00,298.3,309.1,1904,20.3,140,0,No Failure
REC-09236,CONV-01,M24095,2027-01-20 19:00:00,298.2,308.9,1592,35.2,142,0,No Failure
REC-09237,PRESS-01,L56416,2027-01-20 20:00:00,298.1,308.7,1556,31.6,145,0,No Failure
REC-09238,CONV-02,M24097,2027-01-20 21:00:00,298.1,308.8,1811,25.4,147,0,No Failure
REC-09239,CONV-01,M24098,2027-01-20 22:00:00,298.2,308.8,1456,41.2,150,0,No Failure
REC-09240,CNC-01,H38653,2027-01-20 23:00:00,298.2,308.8,1436,51.9,153,0,No Failure
REC-09241,CONV-02,M24100,2027-01-21 00:00:00,298.1,308.7,1362,49.6,158,0,No Failure
REC-09242,PRESS-01,L56421,2027-01-21 01:00:00,298.1,308.7,1683,29.1,161,0,No Failure
REC-09243,CONV-01,M24102,2027-01-21 02:00:00,298.2,308.7,1269,60.9,163,0,No Failure
REC-09244,PRESS-01,L56423,2027-01-21 03:00:00,298.3,308.8,1454,49.0,166,0,No Failure
REC-09245,PRESS-01,L56424,2027-01-21 04:00:00,298.3,308.8,1767,27.3,168,0,No Failure
REC-09246,PRESS-01,L56425,2027-01-21 05:00:00,298.3,308.9,1708,27.3,170,0,No Failure
REC-09247,PRESS-01,L56426,2027-01-21 06:00:00,298.3,308.9,1862,27.0,172,0,No Failure
REC-09248,PRESS-01,L56427,2027-01-21 07:00:00,298.3,308.9,1695,30.7,174,0,No Failure
REC-09249,CONV-02,M24108,2027-01-21 08:00:00,298.3,309.1,1488,40.6,176,0,No Failure
REC-09250,PRESS-01,L56429,2027-01-21 09:00:00,298.3,309.0,1657,32.2,179,0,No Failure
REC-09251,CNC-02,H38664,2027-01-21 10:00:00,298.3,309.0,1823,25.9,181,0,No Failure
REC-09252,CONV-01,M24111,2027-01-21 11:00:00,298.2,309.1,1651,28.8,186,0,No Failure
REC-09253,CONV-02,M24112,2027-01-21 12:00:00,298.1,309.0,1533,36.1,189,0,No Failure
REC-09254,CONV-01,M24113,2027-01-21 13:00:00,298.2,309.0,1508,40.5,192,0,No Failure
REC-09255,PRESS-01,L56434,2027-01-21 14:00:00,298.3,309.1,1616,31.1,195,0,No Failure
REC-09256,PRESS-01,L56435,2027-01-21 15:00:00,298.2,309.0,1651,31.5,197,0,No Failure
REC-09257,PRESS-01,L56436,2027-01-21 16:00:00,298.2,309.1,1569,35.2,199,0,No Failure
REC-09258,CONV-02,M24117,2027-01-21 17:00:00,298.3,309.1,1296,58.7,201,0,No Failure
REC-09259,CNC-03,H38672,2027-01-21 18:00:00,298.3,309.0,1379,43.2,0,0,No Failure
REC-09260,CONV-01,M24119,2027-01-21 19:00:00,298.2,309.0,1694,28.0,5,0,No Failure
REC-09261,PRESS-01,L56440,2027-01-21 20:00:00,298.2,309.0,1377,57.8,8,0,No Failure
REC-09262,CNC-01,H38675,2027-01-21 21:00:00,298.3,309.0,1470,38.4,10,0,No Failure
REC-09263,CONV-02,M24122,2027-01-21 22:00:00,298.3,309.1,1404,47.0,15,0,No Failure
REC-09264,PRESS-01,L56443,2027-01-21 23:00:00,298.3,309.1,1593,40.1,18,0,No Failure
REC-09265,CONV-01,M24124,2027-01-22 00:00:00,298.3,309.0,1526,36.9,20,0,No Failure
REC-09266,CONV-02,M24125,2027-01-22 01:00:00,298.3,308.9,1390,49.7,23,0,No Failure
REC-09267,PRESS-01,L56446,2027-01-22 02:00:00,298.2,308.9,1737,25.5,26,0,No Failure
REC-09268,PRESS-01,L56447,2027-01-22 03:00:00,298.2,308.8,1362,57.3,28,0,No Failure
REC-09269,PRESS-01,L56448,2027-01-22 04:00:00,298.2,308.8,1666,31.5,30,0,No Failure
REC-09270,PRESS-01,L56449,2027-01-22 05:00:00,298.2,308.8,1354,60.9,32,0,No Failure
REC-09271,PRESS-01,L56450,2027-01-22 06:00:00,298.2,308.8,1302,60.4,34,0,No Failure
REC-09272,PRESS-01,L56451,2027-01-22 07:00:00,298.2,308.7,1991,20.5,36,0,No Failure
REC-09273,PRESS-01,L56452,2027-01-22 08:00:00,298.2,308.6,1353,54.1,38,0,No Failure
REC-09274,CNC-02,H38687,2027-01-22 09:00:00,298.2,308.7,1520,35.7,40,0,No Failure
REC-09275,PRESS-01,L56454,2027-01-22 10:00:00,298.2,308.7,1428,54.9,45,0,No Failure
REC-09276,PRESS-01,L56455,2027-01-22 11:00:00,298.2,308.7,1605,29.4,47,0,No Failure
REC-09277,PRESS-01,L56456,2027-01-22 12:00:00,298.1,308.7,1691,30.3,49,0,No Failure
REC-09278,PRESS-01,L56457,2027-01-22 13:00:00,298.2,308.7,1447,48.4,51,0,No Failure
REC-09279,CNC-03,H38692,2027-01-22 14:00:00,298.2,308.8,1606,39.9,53,0,No Failure
REC-09280,CONV-01,M24139,2027-01-22 15:00:00,298.2,308.8,1645,28.2,58,0,No Failure
REC-09281,CNC-01,H38694,2027-01-22 16:00:00,298.2,308.8,1470,43.3,61,0,No Failure
REC-09282,PRESS-01,L56461,2027-01-22 17:00:00,298.2,308.9,1336,45.0,66,0,No Failure
REC-09283,CONV-02,M24142,2027-01-22 18:00:00,298.2,308.9,1414,44.3,68,0,No Failure
REC-09284,CONV-01,M24143,2027-01-22 19:00:00,298.3,309.0,1802,27.5,71,0,No Failure
REC-09285,PRESS-01,L56464,2027-01-22 20:00:00,298.2,308.9,1683,31.7,74,0,No Failure
REC-09286,CONV-02,M24145,2027-01-22 21:00:00,298.2,309.0,1410,47.6,76,0,No Failure
REC-09287,PRESS-01,L56466,2027-01-22 22:00:00,298.2,308.9,1605,32.0,79,0,No Failure
REC-09288,PRESS-01,L56467,2027-01-22 23:00:00,298.2,308.9,1709,28.1,81,0,No Failure
REC-09289,PRESS-01,L56468,2027-01-23 00:00:00,298.2,308.9,1444,53.1,83,0,No Failure
REC-09290,PRESS-01,L56469,2027-01-23 01:00:00,298.2,308.9,1367,45.0,85,0,No Failure
REC-09291,PRESS-01,L56470,2027-01-23 02:00:00,298.2,309.0,1418,44.2,87,0,No Failure
REC-09292,PRESS-01,L56471,2027-01-23 03:00:00,298.2,309.0,1353,57.8,89,0,No Failure
REC-09293,PRESS-01,L56472,2027-01-23 04:00:00,298.2,309.0,1643,34.1,91,0,No Failure
REC-09294,PRESS-01,L56473,2027-01-23 05:00:00,298.3,309.1,1437,38.0,93,0,No Failure
REC-09295,PRESS-01,L56474,2027-01-23 06:00:00,298.1,309.0,1437,36.2,95,0,No Failure
REC-09296,CONV-01,M24155,2027-01-23 07:00:00,298.2,309.0,1413,47.9,97,0,No Failure
REC-09297,CNC-02,H38710,2027-01-23 08:00:00,298.2,309.0,1524,39.1,100,0,No Failure
REC-09298,CONV-02,M24157,2027-01-23 09:00:00,298.1,308.9,1479,43.4,105,0,No Failure
REC-09299,PRESS-01,L56478,2027-01-23 10:00:00,298.1,308.9,1313,50.6,108,0,No Failure
REC-09300,CONV-01,M24159,2027-01-23 11:00:00,298.1,308.9,1335,50.4,110,0,No Failure
REC-09301,PRESS-01,L56480,2027-01-23 12:00:00,298.1,308.9,1367,41.9,113,0,No Failure
REC-09302,CONV-02,M24161,2027-01-23 13:00:00,298.1,308.9,1459,50.3,115,0,No Failure
REC-09303,CONV-01,M24162,2027-01-23 14:00:00,298.1,308.9,1804,25.1,118,0,No Failure
REC-09304,PRESS-01,L56483,2027-01-23 15:00:00,298.2,309.0,1491,38.3,121,0,No Failure
REC-09305,PRESS-01,L56484,2027-01-23 16:00:00,298.3,309.1,1537,43.0,123,0,No Failure
REC-09306,CNC-03,H38719,2027-01-23 17:00:00,298.3,309.1,1646,30.2,125,0,No Failure
REC-09307,CONV-02,M24166,2027-01-23 18:00:00,298.3,309.2,1783,28.3,130,0,No Failure
REC-09308,PRESS-01,L56487,2027-01-23 19:00:00,298.3,309.1,1395,49.8,133,0,No Failure
REC-09309,PRESS-01,L56488,2027-01-23 20:00:00,298.4,309.1,1423,48.0,135,0,No Failure
REC-09310,PRESS-01,L56489,2027-01-23 21:00:00,298.3,309.2,1562,37.6,137,0,No Failure
REC-09311,PRESS-01,L56490,2027-01-23 22:00:00,298.4,309.3,1549,40.8,139,0,No Failure
REC-09312,PRESS-01,L56491,2027-01-23 23:00:00,298.4,309.4,1540,43.2,141,0,No Failure
REC-09313,CNC-01,H38726,2027-01-24 00:00:00,298.5,309.4,1573,33.6,143,0,No Failure
REC-09314,PRESS-01,L56493,2027-01-24 01:00:00,298.5,309.4,1418,45.1,148,0,No Failure
REC-09315,CONV-01,M24174,2027-01-24 02:00:00,298.5,309.4,1565,33.7,150,0,No Failure
REC-09316,PRESS-01,L56495,2027-01-24 03:00:00,298.5,309.5,1569,41.0,153,0,No Failure
REC-09317,CNC-02,H38730,2027-01-24 04:00:00,298.5,309.4,1417,41.2,155,0,No Failure
REC-09318,PRESS-01,L56497,2027-01-24 05:00:00,298.5,309.5,1480,38.1,160,0,No Failure
REC-09319,PRESS-01,L56498,2027-01-24 06:00:00,298.5,309.4,1364,44.5,162,0,No Failure
REC-09320,PRESS-01,L56499,2027-01-24 07:00:00,298.5,309.4,1911,21.5,164,0,No Failure
REC-09321,PRESS-01,L56500,2027-01-24 08:00:00,298.4,309.3,1409,43.1,166,0,No Failure
REC-09322,PRESS-01,L56501,2027-01-24 09:00:00,298.4,309.2,1335,53.5,168,0,No Failure
REC-09323,CONV-02,M24182,2027-01-24 10:00:00,298.5,309.3,1512,38.1,170,0,No Failure
REC-09324,PRESS-01,L56503,2027-01-24 11:00:00,298.6,309.4,1447,40.2,173,0,No Failure
REC-09325,PRESS-01,L56504,2027-01-24 12:00:00,298.6,309.3,1537,37.6,175,0,No Failure
REC-09326,CONV-01,M24185,2027-01-24 13:00:00,298.6,309.3,1510,40.8,177,0,No Failure
REC-09327,PRESS-01,L56506,2027-01-24 14:00:00,298.6,309.3,1677,31.2,180,0,No Failure
REC-09328,PRESS-01,L56507,2027-01-24 15:00:00,298.5,309.2,1504,33.7,182,0,No Failure
REC-09329,CNC-03,H38742,2027-01-24 16:00:00,298.5,309.1,2051,19.0,184,0,No Failure
REC-09330,PRESS-01,L56509,2027-01-24 17:00:00,298.5,309.1,1474,41.3,189,0,No Failure
REC-09331,CONV-02,M24190,2027-01-24 18:00:00,298.4,309.0,1507,36.1,191,0,No Failure
REC-09332,PRESS-01,L56511,2027-01-24 19:00:00,298.4,308.9,1496,37.9,194,0,No Failure
REC-09333,CONV-01,M24192,2027-01-24 20:00:00,298.5,309.0,1921,22.0,196,0,No Failure
REC-09334,PRESS-01,L56513,2027-01-24 21:00:00,298.5,309.0,1450,40.5,199,0,No Failure
REC-09335,PRESS-01,L56514,2027-01-24 22:00:00,298.4,308.9,1402,44.8,201,0,No Failure
REC-09336,PRESS-01,L56515,2027-01-24 23:00:00,298.4,308.9,1501,50.0,203,0,No Failure
REC-09337,PRESS-01,L56516,2027-01-25 00:00:00,298.5,308.9,1725,31.9,205,0,No Failure
REC-09338,CNC-01,H38751,2027-01-25 01:00:00,298.5,308.9,1500,40.3,207,0,No Failure
REC-09339,CNC-02,H38752,2027-01-25 02:00:00,298.5,309.0,1531,30.8,212,0,No Failure
REC-09340,PRESS-01,L56519,2027-01-25 03:00:00,298.5,309.0,1458,44.8,217,0,No Failure
REC-09341,CNC-03,H38754,2027-01-25 04:00:00,298.4,308.9,1577,37.1,0,0,No Failure
REC-09342,CONV-02,M24201,2027-01-25 05:00:00,298.3,308.9,1363,46.1,5,0,No Failure
REC-09343,CNC-01,H38756,2027-01-25 06:00:00,298.3,308.9,1706,31.8,8,0,No Failure
REC-09344,CONV-01,M24203,2027-01-25 07:00:00,298.3,308.8,1391,50.4,13,0,No Failure
REC-09345,PRESS-01,L56524,2027-01-25 08:00:00,298.2,308.8,1616,33.7,16,0,No Failure
REC-09346,PRESS-01,L56525,2027-01-25 09:00:00,298.2,308.8,1442,47.0,18,0,No Failure
REC-09347,CONV-02,M24206,2027-01-25 10:00:00,298.2,308.8,1626,40.4,20,0,No Failure
REC-09348,CONV-01,M24207,2027-01-25 11:00:00,298.2,308.7,1426,42.6,23,0,No Failure
REC-09349,PRESS-01,L56528,2027-01-25 12:00:00,298.2,308.7,1436,49.1,26,0,No Failure
REC-09350,CONV-02,M24209,2027-01-25 13:00:00,298.2,308.7,1599,36.2,28,0,No Failure
REC-09351,PRESS-01,L56530,2027-01-25 14:00:00,298.2,308.7,2186,17.8,31,0,No Failure
REC-09352,PRESS-01,L56531,2027-01-25 15:00:00,298.3,308.8,1645,30.4,33,0,No Failure
REC-09353,PRESS-01,L56532,2027-01-25 16:00:00,298.2,308.7,1780,27.9,35,0,No Failure
REC-09354,PRESS-01,L56533,2027-01-25 17:00:00,298.2,308.8,1345,44.3,37,0,No Failure
REC-09355,CONV-01,M24214,2027-01-25 18:00:00,298.2,308.8,1607,31.9,39,0,No Failure
REC-09356,PRESS-01,L56535,2027-01-25 19:00:00,298.3,308.9,1708,28.0,42,0,No Failure
REC-09357,PRESS-01,L56536,2027-01-25 20:00:00,298.3,308.9,1270,52.7,44,0,No Failure
REC-09358,CONV-02,M24217,2027-01-25 21:00:00,298.3,308.9,1646,25.4,46,0,No Failure
REC-09359,PRESS-01,L56538,2027-01-25 22:00:00,298.2,308.7,1407,45.1,49,0,No Failure
REC-09360,CONV-01,M24219,2027-01-25 23:00:00,298.1,308.7,1581,47.4,51,0,No Failure
